path,label,자연,한옥,역사,고층빌딩,백화점,미술관,쇼핑,공원,강변,시장,박물관,첨단기술,전망대,테마파크,음식,문화체험,종교
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_13_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_14_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_15_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_16_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_17_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_18_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_19_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_1_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_20_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_21_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_22_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_23_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_24_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_25_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_3_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_4_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_5_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_6_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_7_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_8_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/강서역사문화거리_9_공공3유형.jpg,강서역사문화거리,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
M:/Side/2024_TourAPI/DB/image/개운사(서울)_10_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_11_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_12_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_1_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_2_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_4_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_5_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_6_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_7_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_8_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/개운사(서울)_9_공공3유형.jpg,개운사(서울),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M:/Side/2024_TourAPI/DB/image/건청궁_10_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_11_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_12_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_13_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_14_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_15_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_16_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_17_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_19_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_1_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_20_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_21_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_22_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_23_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_24_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_25_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_26_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_2_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_3_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_4_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_5_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_6_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_7_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_8_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/건청궁_9_공공3유형.jpg,건청궁,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/경복궁_10_공공3유형.JPG,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/경복궁_11_공공3유형.JPG,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/경복궁_1_공공3유형.jpg,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/경복궁_2_공공3유형.jpg,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/경복궁_4_공공3유형.jpg,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/경복궁_5_공공3유형.jpg,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/경복궁_6_공공3유형.jpg,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/경복궁_8_공공3유형.jpg,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/경복궁_9_공공3유형.jpg,경복궁,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_10_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_11_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_12_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_13_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_14_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_1_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_2_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_4_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_5_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_7_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_8_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/고래사진관 필름현상소_9_공공3유형.jpg,고래사진관 필름현상소,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_10_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_11_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_12_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_13_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_14_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_15_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_16_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_1_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_2_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_3_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_5_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_7_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_8_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관악산 호수공원_9_공공3유형.jpg,관악산 호수공원,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_10_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_11_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_12_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_14_공공3유형.JPG,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_15_공공3유형.JPG,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_16_공공3유형.JPG,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_1_공공3유형.JPG,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_2_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_3_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_4_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_5_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_6_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_7_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_8_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/관훈동 민씨 가옥 (구 부마도위박영효가옥)_9_공공3유형.jpg,관훈동 민씨 가옥 (구 부마도위박영효가옥),0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루자전거공원_1_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루자전거공원_2_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루자전거공원_3_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루자전거공원_5_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루자전거공원_6_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루자전거공원_7_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루자전거공원_8_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루자전거공원_9_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루한강공원_10_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루한강공원_11_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루한강공원_12_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루한강공원_13_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M:/Side/2024_TourAPI/DB/image/광나루한강공원_14_공공3유형.jpg,광나루한강공원,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
